PunkteGesamt;PunkteJury;PunkteTelevoting;Jahr;Show;Datum;Semi;Startnummer;Land;Interpret;Songtitel;WoerterSongtitel;Blasinstrument;Schlaginstrument;Streichinstrument;Tasteninstrument;Zupfinstrument;ZahlGesamt;ZahlHaupt;ZahlmHaupt;ZahlwHaupt;ZahlmGesamt;ZahlwGesamt;Geschlecht1;Geschlecht2;Geburtsdatum1;Geburtsdatum2;Geburtsdatum3;Geburtsdatum4;Geburtsdatum5;Geburtsdatum6;Alter;Mitverfasser;Vorentscheid;VETeilnehmer;Veroeffentlichung;Dauer;Kuerzel;Englisch;Landessprache;Liebe;Krieg;Gleichberechtigung;Woerterzahl;WoerterHaupt;WoerterNeben;Titelzahl;TitelHaupt;TitelNeben;RaengeQuoten;normiert;WettquoteFinale;WettquoteSemi;Finalquoten;letztesJahrFinale;AbstimmendeLaender;Grenznachbarn;Sprachnachbarn;Flaeche;Einwohner;BIP;Frauenquote;Touristen;TouriproEinw;Festnetzanschluesse;Mobilfunkvertraege
165;40;125;2017;10;09.05.2017;1;5;Belgien;BLANCHE;City Lights;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;10.06.1999;NA;NA;NA;NA;NA;17,9137577;1;0;0;07.03.2017;63;20171Bel;1;0;1;1;0;213;213;0;2;2;0;4,5;15,277;NA;1,12;10;1;20;0;2;30530;11375158;44089,31009;38;8385000;0,737132618;37,4948554;99,45303522
164;61;103;2017;10;09.05.2017;1;15;Zypern;HOVIG;Gravity;1;0;0;0;0;0;3;1;1;0;3;0;männlich;männlich;03.01.1989;NA;NA;NA;NA;NA;28,3449692;0;0;0;01.03.2017;69;20171Cyp;1;0;1;0;0;313;313;0;11;11;0;10;2,2802;NA;1,44;67;1;20;0;1;9251;1179685;26444,07438;17,85714286;3750000;3,178814684;36,70921083;136,1722981
83;81;2;2017;10;09.05.2017;1;14;Tschechien;MARTINA BÁRTA;My Turn;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;01.09.1988;NA;NA;NA;NA;NA;28,6844627;0;0;0;07.03.2017;63;20171Cze;1;0;1;0;0;303;298;5;3;3;0;17,5;1,5126;NA;11;101;1;20;1;0;78870;10594438;20636,19995;22;34701000;3,275397902;15,41291946;118,7512323
92;41;51;2017;10;09.05.2017;1;7;Finnland;NORMA JOHN;Blackbird;1;0;0;0;1;0;2;2;1;1;1;1;Gruppe;gemischt;02.07.1982;02.07.1984;NA;NA;NA;NA;33,85215606;1;1;9;28.01.2017;101;20171Fin;1;0;1;0;0;146;146;0;12;12;0;6,5;3,7261;NA;1,16;41;0;20;1;1;338450;5508214;46297,49635;42;3180000;0,577319618;6,858547537;129,9132285
99;62;37;2017;10;09.05.2017;1;2;Georgien;TAMARA GACHECHILADZE;Keep the Faith;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;17.03.1983;NA;NA;NA;NA;NA;34,14647502;1;1;24;20.01.2017;109;20171Geo;1;0;0;0;0;199;192;7;13;11;2;13;1,8861;NA;3,5;81;1;20;2;1;69700;3728004;4357,000936;16;6483000;1,73900028;17,80684888;137,2607838
115;61;54;2017;10;09.05.2017;1;10;Griechenland;DEMY;This is Love;3;0;0;0;0;0;3;1;0;1;2;1;weiblich;weiblich;21.08.1991;NA;NA;NA;NA;NA;25,71663244;0;1;2;06.03.2017;64;20171Grc;1;0;1;0;0;226;226;0;7;7;0;8;5,2679;NA;1,2;29;0;20;1;1;131960;10754679;18562,22943;18,33333333;30161000;2,804453764;48,97582183;122,4009386
60;29;31;2017;10;09.05.2017;1;13;Island;SVALA;Paper;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;08.02.1977;NA;NA;NA;NA;NA;40,24640657;1;1;11;11.03.2017;59;20171Isl;1;0;0;0;0;226;226;0;9;9;0;14,5;2,9955;NA;4;51;0;20;0;0;103000;343400;72010,14903;38,0952381;2353000;6,85206756;43,72489855;119,9878586
21;1;20;2017;10;09.05.2017;1;18;Lettland;TRIANA PARK;Line;1;0;1;0;0;1;4;4;3;1;3;1;Gruppe;gemischt;11.05.1986;NA;NA;NA;NA;NA;30,99520876;1;1;21;26.02.2017;72;20171Lva;1;0;1;0;0;280;280;0;20;20;0;12;1,8861;NA;2,75;81;1;20;0;0;64570;1942248;15643,48563;16;7726000;3,977864825;17,54377153;126,2941822
291;111;180;2017;10;09.05.2017;1;12;Moldawien;SUNSTROKE PROJECT;Hey Mamma;1;1;0;1;0;0;6;3;3;0;3;3;Gruppe;männlich;06.01.1986;03.09.1984;18.02.1987;NA;NA;NA;31,4122747;1;1;13;25.02.2017;73;20171Mda;1;0;0;0;0;308;292;16;13;13;0;6,5;1,5126;NA;1,16;101;0;20;0;1;33850;2755158;3509,69345;22,77227723;145000;0,052628561;28,17588758;92,28905501
56;17;39;2017;10;09.05.2017;1;6;Montenegro;SLAVKO KALEZIC;Space;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;04.10.1985;NA;NA;NA;NA;NA;31,59479808;0;0;0;10.03.2017;60;20171Mne;1;0;1;0;0;231;228;3;2;2;0;16;1,0117;NA;7;151;0;20;1;1;13810;622373;7803,411137;23,45679012;1877000;3,015876331;24,24537457;166,4651995
119;50;69;2017;10;09.05.2017;1;11;Polen;KASIA MOS;Flashlight;1;0;0;1;0;0;2;1;0;1;1;1;weiblich;weiblich;03.03.1987;NA;NA;NA;NA;NA;30,18480493;1;1;9;18.02.2017;80;20171Pol;1;0;1;0;0;209;209;0;2;2;0;11;3,7261;NA;1,5;41;1;20;1;2;312680;37974826;13864,68176;28,04347826;83804000;2,206830388;19,53046359;132,9502666
370;173;197;2017;10;09.05.2017;1;9;Portugal;SALVADOR SOBRAL;Amar Pelos Dois;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;28.12.1989;NA;NA;NA;NA;NA;27,36208077;0;1;15;05.03.2017;65;20171Prt;0;1;1;0;0;105;105;0;1;1;0;2;12,7309;NA;1,01;12;0;20;1;0;92225,6;10300300;21437,3475;34,7826087;15432000;1,49820879;46,95797562;114,341985
36;16;20;2017;10;09.05.2017;1;17;Slowenien;OMAR NABER;On my Way;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;07.07.1981;NA;NA;NA;NA;NA;35,8384668;1;1;15;24.02.2017;74;20171Svn;1;0;0;0;0;187;187;0;4;4;0;14,5;1,0117;NA;4;151;0;20;1;1;20480;2066388;23454,73952;36,66666667;3991000;1,931389458;35,5947378;117,6641813
227;124;103;2017;10;09.05.2017;1;1;Schweden;ROBIN BENGTSSON;I can't go on;4;0;0;0;0;0;5;1;1;0;5;0;männlich;männlich;27.04.1990;NA;NA;NA;NA;NA;27,03353867;0;1;27;11.03.2017;59;20171Swe;1;0;1;0;0;273;257;16;18;16;2;2;19,0963;NA;1,01;8;1;20;1;1;447430;10057698;53791,50873;43,5530086;7054000;0,701353332;26,42806144;126,3951989
147;115;32;2017;11;11.05.2017;1;2;Österreich;NATHAN TRENT;Running On Air;3;0;0;0;0;0;5;1;1;0;4;1;männlich;männlich;04.04.1992;NA;NA;NA;NA;NA;25,10061602;1;0;0;28.02.2017;72;20172Aut;1;0;0;0;0;307;297;10;5;5;0;8;1,5413;NA;1,25;126;1;20;3;4;83879;8797566;47309,36627;34,42622951;29460000;3,34865348;42,0775698;123,1192958
403;199;204;2017;11;11.05.2017;1;15;Bulgarien;KRISTIAN KOSTOV;Beautiful Mess;2;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;15.03.2000;NA;NA;NA;NA;NA;17,15537303;0;0;0;13.03.2017;59;20172Bgr;1;0;1;0;0;214;214;0;2;2;0;1;29,8778;NA;1,01;6,5;1;20;3;0;111000;7075947;8334,081728;23,75;11596000;1,638791246;18,16069229;120,1404474
110;55;55;2017;11;11.05.2017;1;14;Belarus;NAVIBAND;Story of My Life;4;0;0;0;0;1;2;2;1;1;1;1;Gruppe;gemischt;13.08.1992;21.12.1991;NA;NA;NA;NA;25,06502396;1;1;12;20.01.2017;111;20172Blr;0;1;1;0;0;117;117;0;0;0;0;9,5;1,9228;NA;1,33;101;0;20;2;1;207600;9498264;5761,74712;34,54545455;11060000;1,164423309;47,61598949;120,7921902
97;48;49;2017;11;11.05.2017;1;13;Schweiz;TIMEBELLE;Apollo;1;0;1;0;1;0;3;1;0;1;2;1;weiblich;weiblich;14.03.1989;NA;NA;NA;NA;NA;28,15879535;0;1;5;05.02.2017;95;20172Che;1;0;0;0;0;301;297;4;13;8;5;13;1,2861;NA;3;151;0;20;3;5;41290,39;8451840;83352,08865;32,5;11133000;1,317227965;42,09370274;131,1359393
101;96;5;2017;11;11.05.2017;1;8;Dänemark;ANJA;Where I Am;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;06.11.1995;NA;NA;NA;NA;NA;21,51129363;1;1;9;25.02.2017;75;20172Dnk;1;0;1;0;0;345;319;26;12;8;4;5;4,7367;NA;1,1;41;0;20;1;1;42920;5764980;57610,09818;37,4301676;30736000;5,331501584;19,17211215;124,5728833
85;16;69;2017;11;11.05.2017;1;17;Estland;KOIT TOOME & LAURA;Verona;1;0;0;0;0;0;2;2;1;1;1;1;Gruppe;gemischt;03.01.1979;30.08.1988;NA;NA;NA;NA;33,52361396;0;1;19;04.03.2017;68;20172Est;1;0;1;0;0;251;233;18;12;12;0;6,5;5,7119;NA;1,11;34;0;20;0;0;45340;1317384;20407,92738;26,73267327;6145000;4,664547315;27,44578934;144,3413244
141;37;104;2017;11;11.05.2017;1;11;Kroatien;JACQUES HOUDEK;My Friend;2;0;0;1;0;0;6;1;1;0;6;0;männlich;männlich;14.04.1981;NA;NA;NA;NA;NA;36,07392197;1;0;0;20.02.2017;80;20172Hrv;1;0;0;0;0;181;177;4;8;8;0;9,5;1,9228;NA;1,33;101;1;20;2;3;88073;4124531;13451,62495;18,54304636;59238000;14,36236023;33,50231672;103,1730226
231;66;165;2017;11;11.05.2017;1;7;Ungarn;JOCI PÁPAI;Origo;1;0;1;1;0;0;3;1;1;0;1;2;männlich;männlich;22.09.1981;NA;NA;NA;NA;NA;35,63312799;1;1;29;18.02.2017;82;20172Hun;0;1;0;0;1;218;218;0;0;0;0;6,5;5,7119;NA;1,11;34;1;20;5;2;93030;9787966;14605,85435;10,05025126;54962000;5,61526266;32,1855598;102,2119005
86;45;41;2017;11;11.05.2017;1;9;Irland;BRENDAN MURRAY;Dying to Try;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;16.11.1996;NA;NA;NA;NA;NA;20,48186174;0;0;0;10.03.2017;62;20172Irl;1;1;1;0;0;209;201;8;7;7;0;16;3,808;NA;7;51;0;20;0;1;70280;4807388;70413,12183;22,15189873;10338000;2,150440114;39,38984015;103,0630014
207;75;132;2017;11;11.05.2017;1;18;Israel;IMRI;I Feel Alive;3;0;0;0;0;0;6;1;1;0;6;0;männlich;männlich;12.09.1991;NA;NA;NA;NA;NA;25,66187543;0;0;0;09.03.2017;63;20172Isr;1;0;1;0;0;252;251;1;6;6;0;4;2,3976;NA;1,07;81;1;20;0;0;22070;8713300;40474,66813;27,5;3863000;0,443345231;39,30203468;127,8529153
42;17;25;2017;11;11.05.2017;1;16;Litauen;FUSEDMARC;Rain of Revolution;3;0;0;0;0;1;6;2;1;1;1;5;Gruppe;gemischt;07.09.1979;NA;NA;NA;NA;NA;37,67556468;1;1;48;11.03.2017;61;20172Ltu;1;0;1;0;0;269;255;14;6;2;4;17;2,3976;NA;9;81;1;20;1;0;65286;2828403;16843,69965;21,27659574;5590000;1,976380311;17,1115697;153,2757272
69;29;40;2017;11;11.05.2017;1;3;Nordmazedonien;JANA BURCHESKA;Dance Alone;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;06.07.1993;NA;NA;NA;NA;NA;23,84668036;0;0;0;10.03.2017;62;20172Mkd;1;0;0;0;0;251;251;0;8;8;0;13;6,6968;NA;3;29;0;20;2;0;25710;2081996;5432,414531;37,5;631000;0,30307455;17,6046928;96,44629481
55;55;0;2017;11;11.05.2017;1;4;Malta;CLAUDIA FANIELLO;Breathlessly;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;25.02.1988;NA;NA;NA;NA;NA;29,2073922;0;1;15;18.02.2017;82;20172Mlt;1;1;1;0;0;144;144;0;8;8;0;15;1,2861;NA;5;151;1;20;0;1;320;467999;28250,69777;11,94029851;2944000;6,290611732;54,86684036;138,093955
200;149;51;2017;11;11.05.2017;1;6;Niederlande;OG3NE;Lights and Shadows;3;0;0;0;0;0;3;3;0;3;0;3;Gruppe;weiblich;21.06.1994;18.10.1995;18.10.1995;NA;NA;NA;22,00501939;0;0;0;03.03.2017;69;20172Nld;1;0;0;0;0;304;304;0;3;3;0;3;4,7367;NA;1,03;41;1;20;1;0;41540;17131296;48554,99228;36;17924000;1,046272273;38,48696581;120,6250011
189;137;52;2017;11;11.05.2017;1;12;Norwegen;JOWST;Grab the Moment;3;0;1;0;1;1;4;1;1;0;4;0;männlich;männlich;12.01.1986;NA;NA;NA;NA;NA;31,32648871;1;1;9;11.03.2017;61;20172Nor;1;0;0;0;0;442;436;6;6;6;0;11;2,3976;NA;2,5;81;0;20;0;0;625217,11;5276968;75496,75406;41,42011834;6252000;1,184771255;12,96593148;107,9930692
174;26;148;2017;11;11.05.2017;1;5;Rumänien;ILINCA FEAT. ALEX FLOREA;Yodel It!;2;0;0;0;0;0;3;2;1;1;2;1;Gruppe;gemischt;17.08.1998;15.09.1991;NA;NA;NA;NA;22,19301848;0;1;14;05.03.2017;67;20172Rou;1;0;0;0;0;347;347;0;0;0;0;2;11,4239;NA;1,02;17;0;20;4;1;238400;19588715;10807,00917;20,66869301;10926000;0,557770124;19,79243989;113,9718904
1;0;1;2017;11;11.05.2017;1;10;San Marino;VALENTINA MONETTA & JIMMIE WILSON;Spirit of the Night;4;0;0;0;0;0;5;2;1;1;2;3;Gruppe;gemischt;01.03.1975;07.02.1981;NA;NA;NA;NA;39,22518823;0;0;0;12.03.2017;60;20172Smr;1;0;1;0;0;386;383;3;22;16;6;18;1,9228;NA;26;101;0;20;0;2;60;33671;45399,02906;26,66666667;1937000;57,52724897;53,45846574;112,856761
98;53;45;2017;11;11.05.2017;1;1;Serbien;TIJANA BOGICEVIC;In Too Deep;3;0;0;0;0;0;2;1;0;1;1;1;weiblich;weiblich;01.11.1981;NA;NA;NA;NA;NA;35,52361396;0;0;0;11.03.2017;61;20172Srb;1;0;1;0;0;255;250;5;7;7;0;13;10,2214;NA;3;19;1;20;5;5;88360;7020858;6292,543629;34,4;1497000;0,213221803;29,55505034;97,64591441
79;58;21;2017;12;13.05.2017;0;5;Armenien;ARTSVIK;Fly With Me;3;0;0;0;0;0;3;1;0;1;0;3;weiblich;weiblich;21.10.1984;NA;NA;NA;NA;NA;32,55852156;0;0;0;29.03.2017;45;20173Arm;1;0;1;0;0;169;169;0;4;4;0;11;3,742;101;NA;19;1;41;2;0;29740;2944789;3914,527854;18,0952381;1495000;0,507676441;17,01353339;118,4642306
173;171;2;2017;12;13.05.2017;0;14;Australien;ISAIAH;Don't Come Easy;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;21.11.1999;NA;NA;NA;NA;NA;17,47570157;0;0;0;07.03.2017;67;20173Aus;1;1;1;0;0;273;273;0;7;6;1;17;4,1823;201;NA;17;1;41;0;3;7741220;24601860;54027,96682;28,66666667;8815000;0,358306242;34,41175825;108,4417819
93;93;0;2017;12;13.05.2017;0;4;Österreich;NATHAN TRENT;Running On Air;3;0;0;0;0;0;5;1;1;0;4;1;männlich;männlich;04.04.1992;NA;NA;NA;NA;NA;25,10609172;1;0;0;28.02.2017;74;20173Aut;1;0;0;0;0;307;297;10;5;5;0;21,5;0,5643;251;NA;126;1;41;6;8;83879;8797566;47309,36627;34,42622951;29460000;3,34865348;42,0775698;123,1192958
120;78;42;2017;12;13.05.2017;0;12;Aserbaidschan;DIHAJ;Skeletons;1;0;0;0;0;0;6;1;0;1;3;3;weiblich;weiblich;13.06.1989;NA;NA;NA;NA;NA;27,91512663;0;0;0;11.03.2017;63;20173Aze;1;0;0;0;1;318;318;0;5;5;0;17;3,742;201;NA;19;1;41;2;0;86600;9854033;4147,089716;16,8;2697000;0,273695044;17,14850305;102,8610548
363;108;255;2017;12;13.05.2017;0;23;Belgien;BLANCHE;City Lights;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;10.06.1999;NA;NA;NA;NA;NA;17,9247091;1;0;0;07.03.2017;67;20173Bel;1;0;1;1;0;213;213;0;2;2;0;3;7,1098;6,5;NA;10;1;41;3;7;30530;11375158;44089,31009;38;8385000;0,737132618;37,4948554;99,45303522
615;278;337;2017;12;13.05.2017;0;25;Bulgarien;KRISTIAN KOSTOV;Beautiful Mess;2;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;15.03.2000;NA;NA;NA;NA;NA;17,16084873;0;0;0;13.03.2017;61;20173Bgr;1;0;1;0;0;214;214;0;2;2;0;1;10,9382;2,75;NA;6,5;1;41;4;0;111000;7075947;8334,081728;23,75;11596000;1,638791246;18,16069229;120,1404474
83;50;33;2017;12;13.05.2017;0;3;Belarus;NAVIBAND;Story of My Life;4;0;0;0;0;1;2;2;1;1;1;1;Gruppe;gemischt;13.08.1992;21.12.1991;NA;NA;NA;NA;25,07049966;1;1;12;20.01.2017;113;20173Blr;0;1;1;0;0;119;119;0;0;0;0;21,5;0,7039;251;NA;101;0;41;4;3;207600;9498264;5761,74712;34,54545455;11060000;1,164423309;47,61598949;120,7921902
68;36;32;2017;12;13.05.2017;0;19;Zypern;HOVIG;Gravity;1;0;0;0;0;0;3;1;1;0;3;0;männlich;männlich;03.01.1989;NA;NA;NA;NA;NA;28,3559206;0;0;0;01.03.2017;73;20173Cyp;1;0;1;0;0;313;313;0;11;11;0;13,5;1,0612;151;NA;67;1;41;0;1;9251;1179685;26444,07438;17,85714286;3750000;3,178814684;36,70921083;136,1722981
6;3;3;2017;12;13.05.2017;0;21;Deutschland;LEVINA;Perfect Life;2;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;01.05.1991;NA;NA;NA;NA;NA;26,03422313;0;1;4;09.02.2017;93;20173Deu;1;0;0;0;0;236;236;0;3;3;0;17;0,7039;201;NA;101;1;41;8;6;357580;82657002;44442,77184;30,74753173;37452000;0,45310136;53,71504308;132,7148699
77;69;8;2017;12;13.05.2017;0;10;Dänemark;ANJA;Where I Am;3;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;06.11.1995;NA;NA;NA;NA;NA;21,51676934;1;1;9;25.02.2017;77;20173Dnk;1;0;1;0;0;344;318;26;12;8;4;17;1,7341;201;NA;41;0;41;2;1;42920;5764980;57610,09818;37,4301676;30736000;5,331501584;19,17211215;124,5728833
5;0;5;2017;12;13.05.2017;0;16;Spanien;MANEL NAVARRO;Do It For Your Lover;5;0;1;0;0;1;4;1;1;0;4;0;männlich;männlich;07.03.1996;NA;NA;NA;NA;NA;21,18275154;1;1;5;11.02.2017;91;20173Esp;1;1;1;0;0;346;323;23;26;21;5;26;0,4708;501;NA;151;1;41;2;0;505935,23;46593236;28100,58624;39,14285714;121717000;2,61233197;41,98992493;112,5612499
135;45;90;2017;12;13.05.2017;0;26;Frankreich;ALMA;Requiem;1;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;27.09.1988;NA;NA;NA;NA;NA;28,62422998;1;0;0;09.02.2017;93;20173Fra;1;1;1;0;0;347;347;0;5;5;0;11;2,0911;101;NA;34;1;41;5;3;549087;66918020;38685,25849;38,99480069;207274000;3,097431753;59,72625149;106,4394347
111;99;12;2017;12;13.05.2017;0;18;Großbritannien;LUCIE JONES;Never Give Up On You;5;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;20.03.1991;NA;NA;NA;NA;NA;26,14921287;0;1;5;27.01.2017;106;20173Gbr;1;1;1;0;0;288;288;0;5;5;0;9;1,3941;51;NA;51;1;41;1;3;243610;66058859;40304,72308;32;41080000;0,621869657;47,60858502;118,5404012
77;48;29;2017;12;13.05.2017;0;15;Griechenland;DEMY;This is Love;3;0;0;0;0;0;3;1;0;1;2;1;weiblich;weiblich;21.08.1991;NA;NA;NA;NA;NA;25,72758385;0;1;2;06.03.2017;68;20173Grc;1;0;1;0;0;225;225;0;7;7;0;21,5;2,4517;251;NA;29;0;41;3;1;131960;10754679;18562,22943;18,33333333;30161000;2,804453764;48,97582183;122,4009386
128;25;103;2017;12;13.05.2017;0;13;Kroatien;JACQUES HOUDEK;My Friend;2;0;0;1;0;0;6;1;1;0;6;0;männlich;männlich;14.04.1981;NA;NA;NA;NA;NA;36,07939767;1;0;0;20.02.2017;82;20173Hrv;1;0;0;0;0;184;180;4;8;8;0;7,5;0,7039;26;NA;101;1;41;4;5;88073;4124531;13451,62495;18,54304636;59238000;14,36236023;33,50231672;103,1730226
200;48;152;2017;12;13.05.2017;0;8;Ungarn;JOCI PÁPAI;Origo;1;0;1;1;0;0;3;1;1;0;1;2;männlich;männlich;22.09.1981;NA;NA;NA;NA;NA;35,6386037;1;1;29;18.02.2017;84;20173Hun;0;1;0;0;1;217;217;0;0;0;0;17;2,0911;201;NA;34;1;41;6;2;93030;9787966;14605,85435;10,05025126;54962000;5,61526266;32,1855598;102,2119005
39;34;5;2017;12;13.05.2017;0;1;Israel;IMRI;I Feel Alive;3;0;0;0;0;0;6;1;1;0;6;0;männlich;männlich;12.09.1991;NA;NA;NA;NA;NA;25,66735113;0;0;0;09.03.2017;65;20173Isr;1;0;1;0;0;250;249;1;6;6;0;21,5;0,8778;251;NA;81;1;41;0;0;22070;8713300;40474,66813;27,5;3863000;0,443345231;39,30203468;127,8529153
334;126;208;2017;12;13.05.2017;0;9;Italien;FRANCESCO GABBANI;Occidentali's Karma;2;0;0;0;0;0;6;1;1;0;4;2;männlich;männlich;09.09.1982;NA;NA;NA;NA;NA;34,67488022;1;1;21;11.02.2017;91;20173Ita;0;1;0;0;0;195;195;0;11;11;0;4;29,9993;9;NA;2,37;1;41;5;9;301340;60536709;32326,67421;30,95238095;89931000;1,48556143;34,11800938;138,2337679
374;110;264;2017;12;13.05.2017;0;7;Moldawien;SUNSTROKE PROJECT;Hey Mamma;1;1;0;1;0;0;6;3;3;0;3;3;Gruppe;männlich;06.01.1986;03.09.1984;18.02.1987;NA;NA;NA;31,4232261;1;1;13;25.02.2017;77;20173Mda;1;0;0;0;0;309;293;16;13;13;0;7,5;0,7039;26;NA;101;0;41;2;5;33850;2755158;3509,69345;22,77227723;145000;0,052628561;28,17588758;92,28905501
150;135;15;2017;12;13.05.2017;0;6;Niederlande;OG3NE;Lights and Shadows;3;0;0;0;0;0;3;3;0;3;0;3;Gruppe;weiblich;21.06.1994;18.10.1995;18.10.1995;NA;NA;NA;22,01049509;0;0;0;03.03.2017;71;20173Nld;1;0;0;0;0;304;304;0;3;3;0;13,5;1,7341;151;NA;41;1;41;2;1;41540;17131296;48554,99228;36;17924000;1,046272273;38,48696581;120,6250011
158;129;29;2017;12;13.05.2017;0;17;Norwegen;JOWST;Grab the Moment;3;0;1;0;1;1;4;1;1;0;4;0;männlich;männlich;12.01.1986;NA;NA;NA;NA;NA;31,33196441;1;1;9;11.03.2017;63;20173Nor;1;0;0;0;0;442;436;6;6;6;0;11;0,8778;101;NA;81;0;41;2;0;625217,11;5276968;75496,75406;41,42011834;6252000;1,184771255;12,96593148;107,9930692
64;23;41;2017;12;13.05.2017;0;2;Polen;KASIA MOS;Flashlight;1;0;0;1;0;0;2;1;0;1;1;1;weiblich;weiblich;03.03.1987;NA;NA;NA;NA;NA;30,19575633;1;1;9;18.02.2017;84;20173Pol;1;0;1;0;0;208;208;0;2;2;0;24,5;1,7341;301;NA;41;1;41;5;5;312680;37974826;13864,68176;28,04347826;83804000;2,206830388;19,53046359;132,9502666
758;382;376;2017;12;13.05.2017;0;11;Portugal;SALVADOR SOBRAL;Amar Pelos Dois;3;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;28.12.1989;NA;NA;NA;NA;NA;27,37303217;0;1;15;05.03.2017;69;20173Prt;0;1;1;0;0;105;105;0;1;1;0;2;5,9249;2,87;NA;12;0;41;1;0;92225,6;10300300;21437,3475;34,7826087;15432000;1,49820879;46,95797562;114,341985
282;58;224;2017;12;13.05.2017;0;20;Rumänien;ILINCA FEAT. ALEX FLOREA;Yodel It!;2;0;0;0;0;0;3;2;1;1;2;1;Gruppe;gemischt;17.08.1998;15.09.1991;NA;NA;NA;NA;22,19849418;0;1;14;05.03.2017;69;20173Rou;1;0;0;0;0;348;348;0;0;0;0;5;4,1823;15;NA;17;0;41;5;2;238400;19588715;10807,00917;20,66869301;10926000;0,557770124;19,79243989;113,9718904
344;218;126;2017;12;13.05.2017;0;24;Schweden;ROBIN BENGTSSON;I Can't Go On;4;0;0;0;0;0;5;1;1;0;5;0;männlich;männlich;27.04.1990;NA;NA;NA;NA;NA;27,04449008;0;1;27;11.03.2017;63;20173Swe;1;0;1;0;0;274;258;16;18;16;2;6;8,8873;17;NA;8;1;41;3;1;447430;10057698;53791,50873;43,5530086;7054000;0,701353332;26,42806144;126,3951989
36;12;24;2017;12;13.05.2017;0;22;Ukraine;O.TORVALD;Time;1;0;1;0;0;1;6;5;5;0;5;1;Gruppe;männlich;29.04.1984;NA;NA;NA;NA;NA;33,03764545;1;1;23;25.02.2017;77;20173Ukr;1;0;0;1;0;174;174;0;27;27;0;24,5;1,3941;301;NA;51;1;41;5;4;603550;44831135;2640,675677;12,29314421;14579000;0,325198102;16,94352456;131,3565115
162;114;48;2018;13;08.05.2018;1;3;Albanien;Eugent Bushpepa;Mall;1;0;1;0;0;1;6;1;1;0;4;2;männlich;männlich;02.07.1984;NA;NA;NA;NA;NA;33,84804928;1;1;21;23.12.2017;136;20181Alb;0;1;1;0;0;185;185;0;1;1;0;15,5;0,4149;NA;4;251;0;21;2;1;28750;2866376;5284,380184;27,85714286;5927000;2,067767802;8,62481528;94,17699827
79;38;41;2018;13;08.05.2018;1;16;Armenien;Sevak Khanagyan;Qami;1;0;0;0;0;0;1;1;1;0;1;0;männlich;männlich;28.07.1987;NA;NA;NA;NA;NA;30,77891855;1;1;19;25.02.2018;72;20181Arm;0;1;1;0;0;179;174;5;15;15;0;10;1,0311;NA;1,61;101;1;21;1;0;29740;2951741;4220,540321;18,0952381;1652000;0,5596697;16,19150706;121,259018
231;115;116;2018;13;08.05.2018;1;13;Österreich;Cesár Sampson;Nobody but You;3;0;0;0;0;0;6;1;1;0;4;2;männlich;männlich;18.08.1983;NA;NA;NA;NA;NA;34,72142368;1;0;0;09.03.2018;60;20181Aut;1;0;1;0;0;323;312;11;9;7;2;7;2,5401;NA;1,36;41;1;21;2;2;83879;8840521;51453,14702;34,42622951;30816000;3,485767411;42,01083115;123,5352681
94;47;47;2018;13;08.05.2018;1;1;Aserbaidschan;Aisel;X My Heart;3;0;0;0;0;0;5;1;0;1;2;3;weiblich;weiblich;03.07.1989;NA;NA;NA;NA;NA;28,84599589;0;0;0;04.03.2018;65;20181Aze;1;0;0;0;0;240;240;0;7;7;0;12;1,5544;NA;2,37;67;1;21;1;0;86600;9939771;4739,84171;16,8;2850000;0,286726928;16,89934919;103,9214187
91;71;20;2018;13;08.05.2018;1;4;Belgien;Sennek;A Matter of Time;4;0;0;0;0;0;1;1;0;1;0;1;weiblich;weiblich;30.04.1990;NA;NA;NA;NA;NA;28,02190281;1;0;0;05.03.2018;64;20181Bel;1;0;0;0;0;230;230;0;5;5;0;13;6,943;NA;2,5;15;1;21;0;2;30530;11427054;47554,74631;38;9119000;0,798018457;35,76729084;99,69668646
